id	M28-0h-1	M28-0h-2	M28-0h-3	M28-1h-1	M28-1h-2	M28-1h-3	M28-2h-1	M28-2h-2	M28-2h-3	M28-4h-1	M28-4h-2	M28-4h-3	M28-8h-1	M28-8h-2	M28-8h-3	K326-0h-1	K326-0h-2	K326-0h-3	K326-1h-1	K326-1h-2	K326-1h-3	K326-2h-1	K326-2h-2	K326-2h-3	K326-4h-1	K326-4h-2	K326-4h-3	K326-8h-1	K326-8h-2	K326-8h-3
class	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326
Nitab4.5_0001800g0130	0	0	0	0.472029	0	0	0	0	0	0	0	0	0	0	0.717334	0.079226	0	0	0	0	0	0	0.108028	0	0	0.228041	0	0	0	0
Nitab4.5_0000578g0150	4.389743	3.632916	4.390142	5.284565	3.945307	5.103041	5.40774	4.753125	4.169519	4.417209	5.13339	4.757517	6.13982	5.883567	4.822891	4.607098	3.358422	4.599674	4.988447	3.346339	4.131522	4.226895	2.3837	3.912693	3.829818	2.482021	4.10419	3.195528	3.878745	4.978815
Nitab4.5_0001477g0090	2.32858	1.328631	1.104698	1.413443	1.408313	1.255247	1.464302	1.319244	1.244921	2.28397	1.613928	1.896287	1.08271	1.468804	1.372581	0.809908	0.955015	0.850459	1.177014	1.057384	0.927033	1.141122	0.994625	1.673647	1.593078	1.423222	0.944251	1.344489	0.888303	0.7568
Nitab4.5_0002783g0120	32.568752	26.276276	29.997805	26.191677	22.422691	26.485796	32.364086	27.49456	28.644375	24.933258	24.960928	21.625181	12.84699	14.717526	10.483866	26.38751	37.089169	32.273075	21.159412	29.502932	26.568628	35.313713	30.057699	27.685564	24.932669	23.882452	24.296877	10.294758	13.84961	14.526003
Nitab4.5_0000362g0160	0	0	0	0	0	0	0	0	0	0	0	0.220689	0	0.569952	0	0	0	0	0	0	0	0.178617	0	0	0	0	0	0	0	0
Nitab4.5_0000299g0280	49.811325	48.405334	47.210724	40.366665	43.926197	48.923569	43.006981	41.443768	40.251041	45.249889	49.025478	46.577858	55.255039	55.411671	61.866875	38.825726	39.416004	41.466789	37.840988	36.808964	33.463852	42.36721	41.052082	44.890537	47.358643	53.756771	46.145477	56.858574	56.232246	60.444878
Nitab4.5_0000880g0090	2.601478	2.900047	4.424598	8.73218	6.487326	5.05855	5.984347	3.44685	8.803104	4.927975	6.128358	7.86336	3.333728	5.563449	4.619763	3.494022	5.995244	4.028258	3.880611	5.205553	5.839777	6.342448	4.138868	5.60781	3.087871	3.319834	2.103811	4.539187	4.235792	3.700451
Nitab4.5_0001816g0090	0.734022	0.32909	0.840278	0.998636	0.336675	0.101766	0.266548	0.059654	0.295169	0.409998	0.702099	0.326687	0.170926	0.101638	0	1.337304	1.126975	1.363584	1.666241	0.746326	1.594326	0.217208	0.599434	1.034549	0.620477	0.701744	0.221912	0.171129	0	0
Nitab4.5_0000151g0140	131.687241	125.486496	135.855316	132.672714	152.968475	111.869904	111.508545	128.842728	106.894897	169.585861	160.858856	126.122803	153.068283	163.772507	158.738358	79.061096	92.75499	71.513596	103.422234	126.548424	145.806137	89.848358	85.875435	93.965462	100.13678	76.152313	101.039787	98.683701	122.556221	117.423508
Nitab4.5_0000222g0290	65.920006	76.606033	71.462677	59.013264	58.741302	58.670822	56.15295	57.877712	57.376354	66.035889	60.191936	64.92305	69.153275	68.069954	71.503441	56.764221	55.26527	63.667419	61.310616	49.468388	50.741016	52.651672	52.315685	53.456306	51.668591	52.650562	56.408993	64.287735	64.504372	62.033798
Nitab4.5_0000246g0210	0.588964	0.991525	1.083142	0.941893	0.757902	0.212241	0.52409	1.364034	1.02445	1.963277	0.979591	0.600546	0.885197	0.397349	1.127738	0.496769	1.013418	0.764845	1.346125	0.62038	1.259599	0.580846	0.397044	1.448763	0.220973	0.21174	0.65071	0.714563	0.731465	0.716724
Nitab4.5_0002944g0120	5.017233	4.681987	3.806339	3.741281	2.010752	2.777575	2.862465	1.994576	2.194267	2.066212	2.551331	3.361389	5.663377	4.49131	7.773685	7.647748	6.550467	4.416874	3.647742	3.947461	3.98217	2.724295	2.754188	2.509375	4.129569	4.718331	3.356999	4.204303	5.550259	5.975791
Nitab4.5_0000921g0090	0	0	0	0	0	0	0	0	0	0	0	0	0.105161	0	0	0	0	0.150717	0	0	0	0	0.141685	0.146545	0.106717	0	0	0	0	0.298931
Nitab4.5_0000129g0190	2.869588	2.771726	2.563282	2.385233	1.530292	2.052996	2.497865	1.839195	2.670394	2.222469	2.695179	2.549487	2.626041	2.413477	2.23206	1.68677	2.249179	1.853667	1.45363	1.778582	1.241688	2.42626	1.811601	1.781304	2.414178	1.586709	2.521333	2.249722	2.61331	1.972585
Nitab4.5_0003615g0040	7.282761	8.847478	7.993512	5.871488	6.51939	4.599833	4.592413	5.29139	5.236706	4.752235	4.940463	7.705478	8.138964	11.81077	13.114572	4.153496	5.862119	5.502499	6.38776	3.989839	3.858202	4.28551	5.39327	6.054738	5.791507	4.172431	6.838938	10.337985	12.680741	9.621567
Nitab4.5_0000633g0210	19.527491	24.904724	18.588875	21.927158	15.466971	20.903961	18.403316	13.593128	14.749512	11.200322	17.081469	14.234466	8.73759	9.207143	19.914692	13.777344	22.34087	23.038469	13.542338	14.029512	8.445416	14.868469	15.093854	13.290617	8.197704	10.571347	8.853642	8.428023	6.650317	8.105801
Nitab4.5_0000934g0120	4.410699	3.570853	5.490561	3.371421	5.390782	5.972721	5.220239	4.563519	4.904481	4.070305	5.106949	5.764008	3.01657	4.612092	2.880971	4.007389	3.288281	3.573439	4.659847	5.246793	5.078634	5.053819	5.291262	5.535773	4.824968	5.238886	5.517982	3.850598	2.423593	2.651784
Nitab4.5_0000575g0090	13.218504	18.103525	12.294977	13.417989	11.128709	12.661843	12.768038	11.121025	12.804986	15.163431	13.484495	12.731654	15.755856	13.729915	19.051821	10.060956	11.153454	9.763675	10.104102	8.78372	11.324922	10.69477	11.664237	12.004828	11.676812	11.048015	10.90578	11.652746	13.093067	12.891988
Nitab4.5_0000923g0040	0.757331	0.478977	0.859221	0.795912	1.085073	0.947429	0.973271	0.668788	1.124437	1.618025	1.427137	1.059078	1.478562	1.336328	1.49691	0.611817	0.953851	0.720746	1.324574	0.776442	0.985976	1.012821	0.846495	0.591535	1.47197	0.96534	1.344854	1.842586	1.880446	1.949362
Nitab4.5_0000457g0070	52.945511	50.506752	52.951313	56.193867	50.965385	48.568779	46.330536	47.490082	48.744122	54.120361	50.870487	47.761036	49.220528	48.330883	57.374207	37.204124	44.117943	44.390606	47.525093	45.408676	46.097881	45.389565	51.411133	46.078342	46.611458	41.360352	48.414368	41.517563	42.396271	42.875988
Nitab4.5_0001295g0140	24.911879	24.16189	26.452894	16.9825	15.745668	21.627605	17.055483	15.281253	16.92663	13.091553	14.622975	14.220952	12.092865	11.943782	13.425034	12.297521	20.109648	16.747484	14.00968	12.668726	12.266195	16.989855	16.043873	16.54175	11.887341	11.570884	10.308065	11.297476	9.793326	10.945893
Nitab4.5_0004307g0020	40.509502	41.514927	43.977493	45.918163	48.382484	47.713001	40.145214	43.731071	40.029442	35.183998	38.484306	42.693512	38.101814	41.053074	35.259018	35.13839	40.738255	38.298466	43.959423	35.522156	43.04108	38.7146	41.960918	37.321583	44.615719	34.732189	35.357933	30.764229	40.717365	35.998314
Nitab4.5_0001344g0030	0	0	0	0.200324	0	0.240762	0.573857	0.520605	0.62024	0.443194	0	0.449995	0	0.755117	0	0	0	0	0	0	0	0.425641	0	0	0	0	0.254631	0	0	0.242571
Nitab4.5_0000494g0060	0	0	0.816677	0.219411	0.720907	0.207498	0.093219	0	0.105476	0	0.153414	0.206946	0.14916	0	0	0	0.156152	0	0.31182	0.550025	0.465034	0.056463	0	0.048604	0	0	0.057108	0	0	0
Nitab4.5_0000401g0160	0	0	0	0	0.05733	0	0	0	0.323207	0	0	0.455884	0	0	0	0.061135	0	0	0	0	0	0	0	0	0.216318	0	0	0.34631	0.112749	0.283715
Nitab4.5_0000818g0190	3.634067	2.264759	3.128168	2.70014	3.344978	1.810898	2.000741	3.156279	2.295324	4.36143	2.739015	2.804303	7.938925	6.50018	4.354925	4.173948	3.852091	3.382113	2.649974	2.736593	3.002743	2.958213	2.898966	4.030319	3.106289	3.684314	5.673934	8.882349	8.136472	7.776536
Nitab4.5_0003297g0010	10.428924	14.182295	8.623024	12.851888	11.495083	12.425756	10.410456	10.730444	9.92149	11.987644	12.430958	14.011974	14.384989	13.431315	15.209128	5.091802	7.893839	8.483933	8.719698	6.106713	5.988101	9.218324	8.784388	8.213125	6.127063	7.489326	8.418972	11.332796	9.617476	10.90896
Nitab4.5_0001249g0070	0	0	0	0	0.068529	0	0	0	0	0	0.071947	0	0.520606	0	0	0	0	0	0	0	0.188081	0	0.058558	0	0	0	0	0.336313	0	0
Nitab4.5_0000283g0010	26.16935	29.381695	29.339615	24.740139	26.711935	28.980139	27.649429	26.969517	28.76465	30.332577	28.907221	31.141005	34.375763	30.415657	33.350628	20.940208	21.408495	22.749289	24.286732	20.748556	20.591904	26.139105	24.348711	24.963655	25.260538	25.013575	23.787327	27.198721	27.659851	28.099997
Nitab4.5_0000472g0370	0.396415	0.418529	0.797925	0.648753	0.394692	0.935404	0.193526	0.251821	0.205406	0.366181	0.362792	0.324057	0.692611	1.222541	0.560551	0.333551	0.432399	0.902174	0.773872	0.263977	0.155348	1.197274	1.323945	0.777665	0.748481	0.3498	1.138788	0.794586	0.209112	0.562539
Nitab4.5_0002768g0020	1.508099	0	0.148262	0	0.159555	0	0.125633	0	0	0	1.019847	0.023869	1.079158	0.173265	0.742952	0	1.900719	0	0	0	0.210015	0	0.543768	0.008332	0.927442	0.378157	0	1.592638	0.575633	0
Nitab4.5_0005086g0050	0.630404	0.595619	0.697599	0	0.596483	0.664729	0	0.447886	0.5249	0	0.811271	0.784739	0.453779	0	0	0	0	0.468279	0.108286	0	0	0	0.795132	0	0.618848	0.324699	0.287309	0	0.570242	0
Nitab4.5_0000174g0090	18.012859	16.37314	19.699167	21.548115	18.343502	18.736921	18.277388	17.191198	16.550003	13.445619	16.507032	15.492671	14.970312	20.172142	15.441415	15.502384	13.977016	16.050089	16.512306	16.219833	17.816191	16.753735	18.244076	18.67305	15.732732	16.97463	14.513601	16.359562	14.727783	17.448933
Nitab4.5_0001326g0090	2.834842	3.492259	2.6251	5.931181	4.17586	4.700223	5.788633	4.444883	4.945375	8.302151	6.524951	8.815183	19.026766	18.379839	18.526646	2.34574	1.739332	1.700522	3.384462	2.069345	2.440739	2.347014	3.486249	3.955433	7.440746	6.683178	6.244335	14.026873	14.576279	13.52572
Nitab4.5_0000143g0110	0.554135	1.387058	1.447789	1.642457	1.245443	1.232601	1.481759	1.239285	1.661725	1.083396	1.523292	2.261301	1.792956	1.605897	0.524277	0.339575	0.290173	0.198604	0.54639	0.892237	0.968277	0.586788	0.809786	1.124095	0.909244	0.709791	0.573606	0.675813	0.442731	0.360555
Nitab4.5_0000141g0380	30.059803	27.728241	25.603605	17.092964	17.051281	17.404772	23.219046	23.082546	25.314383	26.042496	26.996393	26.723576	36.291859	38.472172	43.051632	25.585518	26.148735	31.335733	21.365494	25.73892	23.194916	30.227253	24.718033	25.937897	27.495993	29.950003	34.630768	35.452011	33.234348	32.221416
Nitab4.5_0000451g0040	0.07871	0.112062	0	0	0	0	0.222123	0	0.132183	0.201732	0.574438	0.707095	0.333091	0.661541	0	0.103775	0	0	0	0	0	0.164186	0	0	0.111011	0.032435	0	0	0.296718	0.13781
Nitab4.5_0000302g0190	19.09523	15.216929	14.745589	16.595221	13.261307	12.118379	14.698156	17.269636	13.282926	14.860026	20.182837	17.138397	14.423013	17.159597	12.390113	20.30619	26.777868	21.372253	19.60231	22.911085	22.40749	19.05912	21.394041	18.057047	19.359598	22.393126	19.425331	21.4298	22.934414	24.193432
Nitab4.5_0004605g0140	0	0	0	0	0	0	0	0	0	0	0	0	0.070626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065774	0
Nitab4.5_0000234g0230	2.253128	2.565335	2.14402	2.359628	1.491316	2.347073	2.57015	2.58324	2.645716	3.681902	3.67135	3.342649	4.250206	3.751591	3.605714	0.894681	1.029968	1.150331	0.809035	0.954547	0.985797	0.63875	0.963075	0.885567	0.897233	1.21416	0.931941	1.286195	1.243592	1.820623
Nitab4.5_0001954g0010	9.485011	11.56698	7.903894	4.238267	3.256641	12.138239	5.043866	3.727971	5.523996	5.940671	8.83205	7.01444	4.757783	6.587176	8.890584	5.228221	8.150054	10.528732	8.397821	4.021319	0.932391	6.126261	8.924993	9.069041	2.576818	3.623298	5.294561	2.925085	3.47283	3.223787
Nitab4.5_0000981g0070	12.864234	14.764757	12.590793	10.760586	8.971997	13.34429	14.340553	9.992597	8.966275	17.388376	25.166662	15.473454	10.340465	10.327366	16.078918	12.930982	17.651297	20.742517	20.002001	14.888231	9.297215	20.258125	23.903072	22.387798	22.826805	30.166109	24.556427	11.464067	14.14072	10.847902
Nitab4.5_0000508g0240	54.83638	55.122784	60.798836	49.944057	55.382957	53.320007	45.558052	47.811562	50.585403	50.283382	40.828075	48.394272	48.661629	47.43811	37.746025	54.291428	63.438862	56.430252	47.699322	48.22049	50.331196	51.676746	57.892467	57.70665	54.9921	50.801544	51.629726	52.922321	50.100758	50.973347
Nitab4.5_0000319g0040	5.028041	5.262413	5.164104	11.734627	12.326162	8.699039	15.954359	11.959464	12.007691	17.248829	18.09347	21.694962	23.011133	19.126747	23.460789	4.352123	5.156073	5.225572	8.294656	11.386957	10.139821	12.801241	13.836619	10.234306	13.53775	14.797127	13.569022	15.560424	12.36279	13.145466
Nitab4.5_0001336g0040	42.461308	39.187363	39.727451	38.422333	35.685673	35.672215	35.056347	32.433445	33.637276	24.071178	23.601955	23.221195	24.127087	24.050987	24.2635	33.986481	35.715164	35.001209	33.992363	28.425756	33.003773	27.485619	26.711603	23.319141	14.511978	15.980818	15.667804	19.552788	16.777956	17.885475
Nitab4.5_0001544g0010	20.182165	22.850834	22.881298	20.197876	24.265278	26.452276	22.401764	20.651455	23.333073	27.892546	25.052914	28.981573	20.758747	26.678167	22.648529	17.115612	19.459707	16.290188	21.311169	17.645998	23.917528	26.081659	23.542555	23.542156	27.365723	20.852636	25.284489	21.403032	23.457354	23.322552
Nitab4.5_0000927g0050	313.319489	426.86908	392.841614	423.016998	379.305634	432.041382	351.080505	361.877625	384.439728	405.382599	368.084656	392.041382	400.868073	373.617859	381.116486	351.250671	489.518188	489.285095	426.726318	364.960449	275.565796	402.47876	432.983765	388.207397	353.71286	354.127747	347.953369	427.009583	352.046204	359.403412
Nitab4.5_0001097g0010	10.638427	11.185236	11.13182	9.80167	10.127312	9.895573	10.755063	9.135163	9.747558	9.80513	11.725824	11.465746	12.390823	14.356403	9.785643	8.008169	8.44004	9.774473	8.095217	8.563598	8.154511	8.477645	7.886353	7.943717	7.751963	9.30722	8.887652	10.321162	9.188462	9.233435
Nitab4.5_0003443g0070	47.846695	49.090111	48.52594	63.394878	60.619572	64.077759	65.08493	64.766991	69.219704	76.060234	76.107155	70.334396	74.360916	76.447693	67.941696	46.802132	46.450058	49.201031	48.96035	51.597179	55.739063	59.025032	58.425087	54.870316	62.745914	66.906662	62.123158	62.975201	64.047173	65.262573
Nitab4.5_0002709g0060	122.421432	154.37384	154.544128	165.698212	150.577957	170.584641	148.650833	152.899857	149.271011	176.733887	150.15712	159.475143	164.82222	156.092773	173.412369	108.52346	120.017555	146.635559	151.303528	118.811821	103.961105	133.605026	139.907639	132.461273	122.712769	129.258499	132.357574	137.441833	140.126587	130.659302
Nitab4.5_0000286g0140	8.026875	7.968683	8.65019	10.428889	8.824693	8.965769	7.124996	8.610127	8.994801	9.731067	9.483749	10.037025	19.09894	17.236946	20.930862	5.374884	4.735996	5.056557	7.182456	5.38028	7.196022	6.535089	8.164715	7.259289	6.934671	7.063276	7.500529	16.671703	18.364704	15.344819
Nitab4.5_0000664g0170	9.864593	11.651478	10.335607	13.26928	14.134262	17.147701	16.041769	15.59122	16.567579	17.156683	15.072847	18.937937	16.070496	15.441393	17.147884	8.72679	9.125937	8.890322	15.11522	10.188021	12.309828	13.676471	13.988909	12.372017	12.005626	14.444926	14.41862	14.519377	12.87849	14.934812
Nitab4.5_0001898g0010	13.851787	12.713002	12.219496	24.935032	21.783697	19.503763	22.857708	21.104416	21.987415	18.041576	18.833385	16.095894	16.02207	19.529812	16.41934	12.560748	11.008203	11.799934	19.375607	16.078068	19.566891	19.398449	18.029913	19.076653	16.734953	17.512007	18.797758	15.77963	22.53097	20.931978
Nitab4.5_0000287g0080	2.456611	2.527507	1.574638	2.284519	2.349413	2.107548	1.776798	2.032059	1.636599	2.422517	1.740188	2.393669	2.66774	1.876604	1.395009	1.447079	1.393517	1.66088	3.199122	1.015677	1.703072	1.594384	0.982543	0.854733	1.415863	1.526454	0.922533	1.337446	1.572788	1.973589
Nitab4.5_0001049g0160	6.369998	9.053211	5.872556	8.834972	7.526051	9.526591	6.584887	8.61118	8.784067	9.443232	8.130942	7.80326	9.887695	10.141001	7.792827	5.977664	8.015213	7.481527	7.137112	6.837259	7.590449	6.632846	8.780318	6.281833	8.739182	7.45224	7.156888	10.336266	7.248633	11.717756
Nitab4.5_0003350g0040	0.685759	0.306847	0.36839	0.1103	0.130109	0	0.101292	0	0	0.119331	0.118489	0.126249	0.15947	0.381482	0	0	0.254032	0	0	0.762776	0	0.127183	0.112332	0.174278	0.12455	0	0.449805	0.102091	0.229336	0.03762
Nitab4.5_0001268g0030	0.842572	0.496565	0.503141	0.65917	0.201589	1.795346	0.368977	0.322574	0.722891	0	0.714158	0.370627	0.539802	0.838271	1.180335	0.467731	0.939459	1.334398	1.31901	0.901869	0.127322	2.366591	0.26366	0.513286	0.377095	1.496081	0.697585	0.197341	0	0.736699
Nitab4.5_0000640g0170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0000559g0230	0.955242	1.701404	1.090516	1.768594	1.536481	2.126145	2.165879	1.870598	2.09627	1.042477	0.825895	0.871377	0.481509	1.28388	1.443371	0.825699	0.478686	0.748421	1.548823	0.945484	1.291914	0.96979	1.341978	1.265469	0.80352	1.152747	0.746356	1.099386	0.31278	0.340953
Nitab4.5_0001558g0040	0.13788	0.050637	0.286523	0.04299	0	0	0.130428	0.052241	0	0	0.131321	0	0	0	0	0	0	0.046573	0.074142	0	0	0.14871	0	0	0.035	0	0	0.042216	0	0
Nitab4.5_0001348g0030	20.016279	18.631628	22.80345	30.924147	32.122566	31.5212	31.281811	27.495728	31.259657	34.864128	34.145882	33.623028	28.421259	26.892292	26.931135	17.957375	18.683542	18.178045	23.48859	25.503204	27.588591	32.845982	29.145714	30.389694	31.348257	30.343065	27.210892	21.308285	22.377743	23.655539
Nitab4.5_0001360g0180	2.586236	2.609027	2.332154	2.303003	2.453395	3.284531	3.096737	3.197664	3.088703	2.609171	3.315018	2.344185	4.507171	4.484719	4.962218	2.407744	3.058314	2.404451	2.951271	2.755722	2.041266	4.124761	2.540231	3.787275	3.408559	4.780985	3.458753	4.730955	5.122112	4.412302
Nitab4.5_0000935g0020	0.922369	1.696754	0.840942	1.20579	0.492942	1.080097	0.190043	0.443228	0.797761	0.472944	2.206247	0.641744	1.371993	1.847993	0	1.842671	1.253988	0.899025	1.050595	0.737244	1.107231	0.334891	0.360568	0.110047	0.649623	0.639011	1.171057	1.035217	0.501601	0.818594
Nitab4.5_0000108g0300	9.937846	10.028367	10.810145	11.295773	7.791038	11.883209	11.153332	10.339105	9.316977	11.045953	10.957478	11.111547	11.06023	11.567913	11.314784	9.247784	7.838493	9.487246	10.070569	9.184498	7.756388	9.619413	9.521968	9.548159	10.196856	11.312454	8.664186	8.592441	10.291785	11.783908
Nitab4.5_0001701g0030	0.146526	0.398748	0.340262	0.318883	0.249781	0.161752	0.323829	0.344205	0.483863	0.207589	0.110903	0.319762	0.329041	0.390276	0	0.151654	0.200966	0.146251	0.021668	0.284828	0.546046	0.352681	0.182386	0.151587	0.280637	0.531754	0.137465	0.201206	0.142008	0.616912
Nitab4.5_0003364g0070	36.496803	41.960766	34.374474	27.038116	29.272585	32.593277	34.563148	33.485386	38.4319	41.935902	38.267754	36.625668	31.311049	30.846882	29.437004	23.953577	31.574842	30.516468	19.730968	20.831268	20.951944	36.14777	33.498219	33.75338	34.094685	36.155128	33.328156	23.410988	25.213911	28.925638
Nitab4.5_0001027g0020	0	0	0	0	0	0	0	0.131668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0005451g0030	3.511947	2.368694	3.258506	6.242433	5.752995	6.596299	5.516521	3.571274	2.973635	4.07201	4.462281	4.993686	6.232934	6.085954	6.159427	3.265061	3.253142	2.751577	5.912959	2.914518	5.363753	2.550823	4.533496	3.527092	3.413849	2.994771	4.159781	3.399157	4.877145	3.302385
Nitab4.5_0000007g0240	1.262407	1.773348	1.463896	1.464141	1.666228	2.1449	1.576897	1.677133	1.068097	2.249136	2.913407	2.238534	1.738389	1.654841	2.001425	2.228259	2.747898	1.367063	3.396608	1.57846	0.784109	1.720506	1.478615	3.33717	2.179908	1.051235	2.321931	3.13306	3.730199	3.050072
Nitab4.5_0004624g0030	10.642643	12.059752	11.630404	15.268232	25.890192	19.027893	19.957607	20.682714	27.699306	29.873741	31.081894	39.013283	52.281075	62.426746	66.910576	19.615227	21.038893	26.599009	40.541931	30.189169	27.957516	48.945412	54.274082	71.140259	74.998383	71.759796	72.754784	75.495293	87.084839	70.808418
Nitab4.5_0004831g0030	2.206714	2.074561	1.547443	2.060583	2.324481	2.797691	2.295997	2.80951	1.959022	2.80153	2.762128	2.596839	2.890551	2.945527	4.34504	1.747291	2.063044	2.252843	2.803205	1.826028	2.160503	1.755681	2.323737	2.344978	2.22815	1.73086	3.026922	2.687386	2.176337	2.694489
Nitab4.5_0001148g0020	0.10148	0.074537	0.052838	0.088183	0.074645	0.118455	0.055271	0.146737	0	0	0.129029	0.116747	0.033636	0.072954	0	0.051115	0	0.276746	0.049184	0.067325	0.148246	0.036484	0.09667	0.066657	0.089235	0	0.147603	0.093525	0	0.068197
Nitab4.5_0002334g0120	3.515766	2.872371	3.453517	4.848797	2.420586	4.265573	3.873935	2.175106	2.726539	3.082378	3.699706	3.351657	2.584411	3.82269	2.954475	3.58458	2.431078	3.161862	2.963117	3.064655	1.508566	3.970513	4.597365	3.312012	2.854081	3.064226	3.3341	1.956764	3.08827	2.72576
Nitab4.5_0004732g0020	0.209757	0.988352	0.273685	1.108962	1.180002	0.326	0.260737	0.133043	0.539621	1.341554	0.953674	0.282268	0.702401	0	0	0	0.267908	0	1.6939	2.827506	3.726502	1.504049	0.981229	0.988419	1.405482	0.00842	0.991257	0	0.22514	0.692001
Nitab4.5_0001441g0080	0.242608	0	0.155373	0.056732	0	0	0.158945	0	0.222687	0.122755	0.122418	0.06104	0.186229	0.050173	0	0	0	0	0	0.089836	0.081788	0	0.291198	0.061993	0	0	0	0.147108	0	0.365617
Nitab4.5_0000144g0120	7.17923	8.958982	9.832501	10.568892	9.350419	9.932699	12.521193	10.779593	9.929077	13.626335	12.755926	13.667472	15.18726	13.129408	17.080929	6.983788	8.732438	8.329375	7.780618	8.986871	6.110306	10.346968	11.684763	10.145342	11.116345	10.249493	9.681896	11.795943	10.058775	11.099259
Nitab4.5_0000915g0180	15.603528	18.835133	18.309566	15.39793	15.964261	14.306435	14.037339	17.456324	15.402546	17.530582	17.902876	17.339319	22.283913	26.203688	23.823624	13.535336	16.869003	15.854427	14.857023	13.744651	13.467834	18.54257	16.622311	15.186127	19.452597	16.212523	16.822449	23.795206	24.058237	24.230387
Nitab4.5_0003111g0050	89.298485	78.931229	77.956764	26.261189	23.062521	31.758541	37.042702	43.311737	42.506271	36.83123	37.005451	33.748051	39.996284	38.756264	46.00795	83.818314	95.913765	101.715416	41.303135	43.040985	25.491007	47.309452	43.555702	43.820621	48.576149	50.749802	51.70182	53.277584	51.338009	54.437466
Nitab4.5_0001664g0100	23.235825	34.093174	27.973677	35.613594	28.701527	35.343346	43.690586	39.502872	43.532482	61.033897	57.491177	62.92609	103.244888	86.863602	95.611649	35.766853	42.552948	44.307724	36.971893	39.922344	28.322021	43.881062	41.780903	41.785789	56.254738	67.310638	60.369949	88.705139	85.123566	86.785065
Nitab4.5_0000109g0280	6.699445	7.983874	6.817157	5.683407	5.146045	7.553102	4.512401	5.768423	5.616589	5.699294	7.275208	6.260901	7.459465	10.261642	12.24282	6.159171	8.092833	8.155164	5.846636	5.201324	4.969197	6.385292	6.291667	7.378814	6.411565	6.872054	6.772688	9.22874	9.776881	7.916886
Nitab4.5_0000353g0140	0	0.480615	0.169352	0	0.221983	0.526074	0.18265	0.184853	0.863214	0	0	0	0	0	0	0.096366	0	0	0	0.244335	0	0	0.132355	0	0.17177	0.201086	0.375155	0.24158	0	0
Nitab4.5_0000185g0170	21.165718	19.022127	18.232872	17.155022	17.858774	20.50128	18.433424	18.909706	14.353834	15.916865	18.020906	16.607857	20.477236	23.174629	25.988827	26.830683	24.915018	21.160952	16.752449	20.718958	16.673449	18.234533	16.041061	19.299435	15.699222	20.860579	18.127802	25.232523	23.53455	23.227875
Nitab4.5_0000652g0090	3.627388	4.070609	4.109134	4.544945	5.07334	4.432508	4.275338	3.134699	4.145902	3.9157	3.435564	4.036137	2.909915	4.214751	3.144072	1.970591	2.706125	2.730012	3.603275	2.800502	2.632832	4.572951	4.375201	4.166149	2.632699	1.911838	1.481024	1.750093	1.631986	2.026975
Nitab4.5_0000207g0320	8.3254	8.033176	7.426418	2.095425	1.808623	2.038841	1.734972	1.760826	2.786041	1.463231	0.238541	1.216115	0	0.347122	0	5.082943	6.649973	8.153695	3.073066	2.577691	2.05081	5.33523	3.958216	4.934122	1.368598	1.351951	1.858268	0.127021	0.088714	0.040757
Nitab4.5_0000212g0240	13.268757	16.386023	15.128747	26.346231	26.41535	20.551172	33.109329	30.014542	35.178062	38.487804	35.2598	42.400517	33.992146	31.273697	31.81999	7.341348	10.160398	8.841822	10.813713	14.51088	8.875716	21.513803	21.104914	18.557871	27.297943	21.458162	21.811865	18.535173	19.433388	19.637068
Nitab4.5_0004300g0030	6.076028	6.648724	4.601215	4.415678	5.14885	5.670369	5.358491	5.159927	6.467905	6.995411	6.471974	5.971284	4.682422	6.149097	6.442876	3.124844	5.471236	5.474817	5.449945	5.076503	4.101475	5.860087	6.435228	6.436575	5.225094	5.830075	5.290919	5.829484	5.529696	5.822575
Nitab4.5_0001025g0010	4.25606	6.698482	6.581543	5.972435	3.956917	4.561328	5.887704	5.473719	5.120429	8.307001	6.382767	6.705397	5.979045	5.566292	5.765474	6.333706	7.203809	7.025266	7.058455	5.56617	4.583752	6.364932	7.395299	6.761692	5.460592	8.115582	6.987523	5.397768	5.496115	5.956632
Nitab4.5_0001586g0250	3.604853	3.153808	3.467598	2.630294	3.739083	2.941777	2.790267	3.315255	3.454231	3.134563	2.822918	4.13486	4.7828	4.609568	3.03606	2.316411	3.179026	2.01018	2.071841	2.064016	1.82777	2.700046	2.983248	3.005929	2.732032	3.682872	3.585525	4.410295	3.657281	2.291583
