id	M28-0h-1	M28-0h-2	M28-0h-3	M28-1h-1	M28-1h-2	M28-1h-3	M28-2h-1	M28-2h-2	M28-2h-3	M28-4h-1	M28-4h-2	M28-4h-3	M28-8h-1	M28-8h-2	M28-8h-3	K326-0h-1	K326-0h-2	K326-0h-3	K326-1h-1	K326-1h-2	K326-1h-3	K326-2h-1	K326-2h-2	K326-2h-3	K326-4h-1	K326-4h-2	K326-4h-3	K326-8h-1	K326-8h-2	K326-8h-3
class	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	EMS_mutant	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326	K326
Nitab4.5_0000502g0220	3.020841	3.280928	3.244012	2.658342	3.497672	2.49132	2.824014	1.798812	3.340338	3.753145	3.591654	3.995641	4.016597	2.542053	3.582667	2.403991	1.655621	2.581646	2.634056	1.88571	2.74583	2.827497	3.146465	2.757405	2.86782	2.849183	2.411412	2.440001	2.369798	2.944642
Nitab4.5_0001146g0140	0.984474	0.631341	0.937958	1.017034	0.982511	2.060834	0.683468	0.430785	0.639169	0.345753	0.442519	0.282968	0	0.059106	0	0.988256	0.884042	0.582032	0.574997	0.693328	1.140134	0.616104	1.062625	1.653941	0.245839	0.278333	0	0.192217	0.053299	0
Nitab4.5_0000396g0050	4.363516	5.606703	5.289389	3.478622	3.467168	2.919255	4.626121	4.627172	4.639752	4.643743	5.200117	4.540646	1.393214	3.191517	2.980524	2.565645	3.311461	3.675844	2.583869	3.285904	3.103027	2.91977	3.293547	2.512865	3.908449	2.679666	3.74922	1.883181	1.66792	1.574073
Nitab4.5_0003540g0100	15.158571	13.400881	12.173332	12.45055	15.776849	16.133482	13.619648	12.003588	17.365793	17.988649	15.373303	18.944965	20.852274	21.824736	15.946602	8.662127	9.27993	10.292045	12.96016	11.367457	13.399226	9.747866	9.545156	10.926828	8.707404	10.244144	11.690907	15.760601	12.150242	13.560162
Nitab4.5_0001278g0010	0	0	0	0	0.196732	0.761156	0	0.405341	0	0.53168	0	0.190895	0.217486	0.192273	0	0.184543	0.049934	0.542036	0.143818	0.177439	0.867374	0.192308	0.991367	0.175677	0.307599	0	0.501829	0.494628	0.173384	0.16356
Nitab4.5_0000121g0010	16.404123	19.416477	18.005383	15.693778	16.224104	17.476078	16.199518	15.273982	15.86528	17.097971	14.497627	15.223158	17.224161	18.388262	19.229332	16.975092	17.880749	18.821951	19.851479	17.216846	15.73106	15.302788	17.74367	17.725534	13.815276	15.147672	17.946169	19.284609	18.366348	16.552332
Nitab4.5_0000021g0770	6.73211	9.548365	7.121481	5.135575	5.498241	5.542969	2.127317	3.085114	2.505455	3.31579	2.46632	4.212988	34.243065	27.613279	26.790771	3.195075	4.638106	4.587856	2.932083	1.891028	3.05179	2.666713	1.210844	2.729648	1.993106	2.673027	2.652133	17.534971	21.628725	17.943594
Nitab4.5_0007346g0020	14.157104	14.073724	10.815081	8.892556	10.90898	9.854326	11.712716	13.181199	11.314395	10.830503	9.02898	12.145769	12.104239	13.824426	12.218142	10.47197	10.266484	8.952338	9.086912	8.711808	7.456373	9.138623	10.48201	9.67248	10.354978	9.413187	7.628483	10.765138	9.112756	9.479197
Nitab4.5_0007776g0030	60.098454	50.409859	50.069778	76.588242	61.662918	58.207466	49.135998	46.761505	47.7169	51.558098	65.777985	54.134712	61.893906	59.119232	69.23822	61.699768	68.416504	60.933887	85.629089	80.404877	73.92131	63.795422	66.806259	53.266586	69.111603	73.246201	79.730103	66.653152	76.4039	83.270493
Nitab4.5_0001392g0070	20.274914	24.027195	25.139635	23.586004	25.411055	20.391975	29.38081	26.684292	27.997129	27.579578	26.034855	26.516943	23.793995	26.937679	28.309301	12.041052	11.081733	12.942994	12.439579	15.789116	16.93239	17.237206	18.078785	17.148014	17.82967	14.717313	16.348886	16.73204	15.695074	14.975294
Nitab4.5_0000149g0020	0	0.347205	0.081973	0	0.17371	0.470197	0.124921	0.267834	0.218954	0.396323	0.091623	0.08484	0.234826	0.208917	0	0.163219	0	0.079768	0	0	0	0.203764	0	0	0.332298	0.052517	0	0.184523	0	0.388295
Nitab4.5_0000989g0020	2.059371	2.259397	1.623232	3.439717	3.418828	2.270277	3.635588	3.20283	3.348365	2.437604	2.815502	1.81759	1.451024	1.124085	1.632552	1.480731	1.813237	1.88325	3.727296	3.343212	3.212243	2.656921	2.673262	2.218695	1.851125	1.604648	1.462533	1.128668	0.964481	1.170789
Nitab4.5_0001615g0160	115.929413	103.50798	120.86898	170.240723	204.306915	125.932266	152.051132	148.542358	146.378769	118.225533	143.277954	135.712509	113.413795	98.407532	93.916687	72.372879	48.873695	44.464176	117.497719	92.615456	133.880814	110.183952	111.329796	131.21109	102.82431	85.765144	87.649643	63.982586	85.974586	75.07103
Nitab4.5_0006246g0010	4.599882	3.735249	4.439711	1.261185	0.597606	1.380806	0.832986	2.199429	1.646635	0.895878	0.456363	0.785677	0.701627	0.735919	0.806132	7.449134	8.449111	8.335633	1.529308	1.975814	1.265877	1.575764	1.90812	2.411997	0.978582	1.753985	2.115243	1.405689	1.87561	1.031263
Nitab4.5_0000568g0270	24.838932	18.523052	30.350683	25.598967	25.139389	24.574549	21.430801	24.292971	24.715664	20.400242	18.186069	19.836758	21.641579	23.360298	21.936569	15.828841	14.767118	11.6749	14.395397	13.944772	21.101015	17.448885	13.460556	17.670551	18.220215	15.478356	12.201894	14.811059	15.874736	18.776085
Nitab4.5_0004981g0010	3.138717	1.715366	2.142836	2.048028	2.684724	2.315419	1.250453	2.95606	3.075711	1.383952	1.585963	1.737446	1.767384	1.749124	0.483783	2.499864	2.416861	2.105052	2.444785	1.72464	2.529858	1.474273	2.081163	2.014184	1.159623	3.173833	2.259785	1.19689	1.460902	1.59625
Nitab4.5_0002354g0040	9.775834	13.078365	11.335207	9.447031	9.266409	12.042925	12.234247	11.66162	10.418557	11.000616	10.990159	9.39455	10.411542	13.710487	12.778195	7.11055	9.137659	12.937672	8.433619	10.383826	8.549872	9.598777	11.273032	9.553226	9.640829	8.3166	9.770514	11.887167	10.007327	10.075655
Nitab4.5_0002616g0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3053	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0000250g0120	6.790107	7.9394	6.326359	6.65111	7.532615	6.36981	8.011688	7.184227	8.764768	11.030685	11.220551	11.450261	12.098927	10.709361	9.926855	4.672694	3.721446	4.262805	5.272981	4.13469	4.821068	6.612613	7.328018	5.798047	7.990339	7.516936	7.726202	6.990982	9.109752	9.193249
Nitab4.5_0001320g0130	0.701857	0.718083	0.729173	1.239771	0.671208	0.573837	0.592628	0.859244	0.517472	0.641485	0.332259	0.445252	0.735078	0.43328	0.87628	1.072531	0.864072	1.181564	1.014157	0.632651	0.37913	1.222689	1.182325	1.16942	1.483122	0.948915	1.037835	0.915797	1.229713	1.328512
Nitab4.5_0000055g0290	3.639838	3.377025	3.01289	5.089477	3.435138	4.008431	3.343277	3.729074	5.280339	5.681485	4.283644	4.234866	2.84137	5.587794	5.899345	0.497375	1.166989	4.650317	2.218568	0.977359	4.25457	2.515917	4.572282	3.940268	2.026576	1.833907	0.942546	2.265154	1.36723	0.706599
Nitab4.5_0000312g0280	14.130782	17.660292	14.35445	13.942701	11.715382	20.793539	11.82731	13.036669	11.235563	14.369378	12.470626	13.820766	7.707089	10.26694	11.686159	14.591693	13.650226	13.622334	14.923079	13.299097	6.647459	11.563238	15.224783	9.673512	7.734478	10.693375	8.136382	8.110147	9.359737	6.035848
Nitab4.5_0002038g0030	16.812229	20.106398	18.873432	12.68109	9.943969	14.049788	13.417069	12.43007	12.083201	12.058706	14.683374	14.261192	21.424976	22.705584	26.424583	13.252888	12.819448	13.902177	10.193848	9.341804	7.201966	9.933803	10.727354	10.82786	12.6343	11.3393	12.016179	19.053741	16.283617	17.411222
Nitab4.5_0003072g0080	0.290178	0.146851	0.301191	0.31223	0.134148	0.711606	0.30556	0.224197	0.35875	0.447815	0.497833	1.052642	0.427319	0.398755	0	0.639183	0.284652	0	0.397734	0.131904	0	0	0	0	0.347494	0.206053	0	0	0	0.264859
Nitab4.5_0000316g0010	17.84952	15.585938	19.756948	23.660009	23.593233	24.603794	17.833546	21.388182	16.629271	16.682238	17.61492	20.804819	24.786095	24.768675	25.203007	15.099545	12.999713	13.271033	16.775299	15.546777	20.045212	16.02762	17.098913	15.006129	17.974224	19.370584	17.904547	18.093515	15.237969	18.576832
Nitab4.5_0000197g0130	0.514022	0.326102	0.782878	0.066445	0.205742	0.075021	0	0	0.048481	0.140775	1.181856	0.234496	0.066712	0.251083	0.998528	0.406413	0.59405	0.497878	0.669261	0.051055	0.898495	0.097897	0.104323	0.148728	2.273798	1.106208	1.813521	1.618443	5.310586	2.472434
Nitab4.5_0000860g0010	7.465692	7.696911	6.282486	7.61937	8.827724	7.233097	7.330262	6.002844	9.126712	8.934834	7.271285	7.253737	9.297545	10.261514	9.323484	3.617368	5.891469	3.985558	6.454468	5.505989	5.045564	6.348061	6.306002	5.894417	4.371498	5.102498	5.625786	8.775983	7.682083	7.065305
Nitab4.5_0001088g0190	32.790588	42.052452	44.798565	40.490833	53.57515	40.839069	40.624836	38.544682	43.556648	40.395023	49.383549	51.60334	64.41761	66.126335	65.503807	24.964035	23.037193	28.437429	32.831097	29.406836	31.2145	31.044041	36.01482	31.153091	40.530228	31.521435	40.382294	52.399479	49.490021	59.538662
Nitab4.5_0006302g0010	62.283604	62.874058	61.439068	59.390553	54.704807	62.565708	55.416332	56.002808	53.51059	71.008743	72.891251	72.506744	100.922371	106.623123	101.205635	108.989807	93.3498	102.750725	95.714165	99.099762	74.871529	85.320557	86.916153	91.519012	87.953316	102.969574	96.64785	145.749756	135.576187	137.635056
Nitab4.5_0000030g0220	157.781281	147.843689	148.437256	161.565353	143.266586	148.450012	132.644638	111.938179	131.912384	143.317215	139.87529	157.180771	174.595856	196.554108	175.671219	136.959656	143.423553	117.495827	122.24765	122.62722	133.095047	135.834579	129.934036	114.241882	127.166801	116.735794	127.630684	172.121567	179.511444	154.904312
Nitab4.5_0001691g0040	7.785859	7.193457	8.43438	9.070312	9.375273	8.640073	7.524958	7.028293	6.913009	7.564563	8.350702	7.732481	9.036455	7.861326	9.095681	9.059958	8.153269	8.888036	9.942303	7.014108	8.870147	6.392184	6.903507	6.134195	7.407631	7.199418	7.370429	8.057071	9.740698	9.367507
Nitab4.5_0000588g0090	0.119559	0.210083	0.379581	0.179568	0.373406	0.192886	0.400563	0.218614	0.238114	0.221321	0.338148	0.182119	0.430658	0.230601	0.204953	0.100605	0	0	0.132086	0.032412	0.249179	0.052419	0.10082	0.433919	0.102496	0.256229	0.582495	0.179766	0.283563	0.181118
Nitab4.5_0000668g0180	1.428389	0.882808	1.328327	1.216167	1.419897	1.781986	2.541527	2.22705	2.230376	2.293032	2.875786	2.452929	2.9601	2.456152	2.960434	1.15623	0.827839	1.225996	0.699965	1.143339	1.603792	1.721555	1.084245	1.315765	1.944401	2.578096	2.233225	2.105494	1.685695	2.022935
Nitab4.5_0003858g0070	126.008644	123.261009	124.367805	105.487602	115.804665	94.904587	99.675232	92.323784	90.91114	55.368965	50.517002	48.495731	4.103214	3.699481	3.407761	111.141235	102.962822	100.852081	118.184387	99.962006	106.80278	73.139046	73.686043	68.9627	42.604057	37.371239	41.780945	2.244228	2.402817	3.273464
Nitab4.5_0000223g0300	20.715141	21.63187	22.947323	25.204733	27.286701	22.23633	23.240179	17.891008	22.119717	18.763174	20.34297	23.560328	22.68079	24.550493	22.172882	16.633694	13.365923	11.267996	25.386171	27.387262	34.554111	25.353704	26.136175	28.941854	24.157736	22.822456	21.936142	18.539135	28.245062	22.494062
Nitab4.5_0000446g0240	22.049543	23.340441	20.555744	19.63394	22.470751	21.388962	24.482252	22.879427	21.425482	26.769295	24.866455	24.914358	29.264095	29.843868	37.489178	20.596983	19.896212	23.537886	21.544575	19.976637	19.209665	22.595703	19.978567	21.668749	22.708363	24.029764	21.032934	35.85458	28.588596	27.135103
Nitab4.5_0000956g0170	18.285633	21.388245	20.636705	21.328981	20.68733	19.593063	15.982439	18.01679	15.26611	17.41769	20.138676	18.442793	20.779491	14.311462	15.679228	20.291183	18.427277	22.614143	24.708168	23.434696	17.41753	21.588758	22.574551	17.266174	19.65118	18.589819	21.213675	22.122162	20.346525	21.346708
Nitab4.5_0002114g0020	0	0	0.101388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0000960g0110	20.698389	18.606878	24.029613	25.838797	19.993288	25.434917	13.290564	11.316294	15.463803	9.568761	14.560123	10.954155	8.892659	7.83216	8.543996	16.933136	18.323175	27.408216	29.100595	23.159719	8.371407	17.542128	20.850807	14.547797	9.152655	14.110816	17.829439	4.217	7.313685	2.401437
Nitab4.5_0000119g0430	7.480125	7.686921	7.463921	9.373411	8.018635	6.888366	9.292372	7.696781	8.072429	7.643878	9.982757	9.946259	7.291908	8.32986	8.150033	3.038022	3.328264	3.19565	3.910146	5.72851	5.636355	5.023062	4.908502	3.850179	5.043461	5.773103	5.618893	3.971866	3.777317	6.400883
Nitab4.5_0001586g0020	1.003881	1.137	1.345167	0.944672	0.646079	1.006899	0.956775	0.531986	0.71736	0.980925	0.827506	1.14877	1.43441	0.94641	1.555879	0.205724	1.150272	0.972923	1.592521	0.472796	0.48689	1.129847	0.67626	0.911677	0.652737	0.434254	0.705446	0.669971	0.541528	0.606136
Nitab4.5_0001935g0020	12.656671	12.729606	12.76662	8.264878	9.694298	9.012716	8.735026	7.163818	7.780785	11.878966	10.047873	10.532879	14.333528	15.790239	19.885864	7.176222	7.992942	10.429411	5.685506	5.626061	4.770748	7.117034	5.928497	5.340285	8.180811	5.435582	5.485895	13.525119	12.511287	11.314525
Nitab4.5_0000031g0210	0	0	0	0.045555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0002739g0160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitab4.5_0001509g0010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119219	0	0	0	0	0	0.24202	0	0	0	0	0	0	0
Nitab4.5_0003844g0060	75.514725	76.198639	78.708466	92.246643	88.703712	89.274399	73.990463	70.166412	75.923714	68.03949	73.487862	72.783669	57.176762	64.890312	51.687607	76.259903	83.677704	77.070107	100.27977	76.122536	92.092331	90.043648	89.102463	87.120895	98.72525	80.451073	75.173294	77.736053	74.732536	74.424278
Nitab4.5_0002075g0020	49.825153	55.958515	48.93549	72.595657	59.550117	75.081841	59.212009	50.35743	57.161827	52.499603	49.448395	59.645222	49.389179	49.967159	51.255527	57.279636	70.341354	62.734158	70.037659	65.974831	55.375618	52.293201	66.771996	54.782387	51.718891	50.179996	40.706947	45.505962	37.400551	47.132725
Nitab4.5_0003884g0010	0	0	0.226632	0.203568	0	0.072583	0.121882	0.231985	0.163667	0	0.073211	0	0.072136	0.234686	0.966713	0.450502	0	0.147023	0.033938	0	0.149003	0.078243	0.413947	0.62685	0.076623	0.211206	0.552909	0.537549	0.52155	0.658153
Nitab4.5_0000443g0220	82.660782	93.161812	91.312553	112.892815	102.772736	91.925224	87.049103	85.043373	82.026894	96.135307	106.654816	90.573013	99.325279	93.387878	94.210854	95.245125	89.329788	96.576103	154.366348	113.743248	135.423096	85.273148	87.000404	86.336319	116.128456	93.927238	87.369453	83.541855	93.111534	93.269783
Nitab4.5_0000125g0010	1.714627	1.643657	1.918087	2.084582	3.998779	1.712343	1.481109	1.632423	1.91432	6.948575	2.313318	2.012057	1.211284	1.381368	0.99987	1.396652	1.142405	2.557438	2.277633	2.759418	1.798581	3.240361	2.773303	2.168369	2.906873	2.053292	2.688948	1.975452	0.90523	0.939202
Nitab4.5_0000914g0050	7.300181	6.935531	7.787127	8.066332	8.94201	6.616995	7.322314	8.368225	8.662968	8.646403	6.828242	10.17124	9.62473	8.16665	8.847752	8.059215	6.444777	8.933655	10.355007	7.688938	8.012433	6.992703	6.573314	7.548267	9.742358	10.099336	9.502703	7.13032	7.372895	6.482131
Nitab4.5_0000391g0150	0.331043	0.120678	0.448036	0.287022	0.49391	0.285532	0.271135	0.231703	0.151197	0.123219	0.281968	0.650068	0.436474	0.460442	0.298	0.590459	0.156039	0.179846	0.190508	0.341341	0.187486	0.334181	0.169586	0.265381	0.286498	0.38203	0.093396	0.410164	0.550525	0.271776
Nitab4.5_0003265g0040	7.12313	7.518553	9.19967	5.11511	6.323743	8.300485	5.463555	5.079482	6.102072	6.875956	6.725461	6.334224	7.441537	6.673904	7.628236	7.408112	6.055741	6.693561	8.573529	6.626443	6.602253	6.648634	7.050254	6.651759	6.068127	6.534353	5.582037	8.134557	7.151983	5.895308
Nitab4.5_0002977g0130	9.756063	11.827159	12.562002	3.387755	5.141367	7.497707	5.368383	8.155695	5.96092	5.255104	9.106364	9.624887	7.812122	13.612204	3.7424	9.312258	10.168466	13.675653	11.696548	10.01025	10.370747	13.010771	15.126819	8.122227	12.442322	15.820578	11.774973	17.893648	20.151005	18.454742
Nitab4.5_0000002g0550	1.272516	1.263304	1.224144	5.169495	4.10501	4.385612	1.477788	1.913759	2.344428	1.942657	2.516122	1.997371	6.909341	7.744148	4.000778	2.196722	0.519292	0.526669	2.273899	1.48917	2.955586	0.948805	1.245718	1.588766	1.060701	1.374574	0.728611	3.29078	4.591008	3.405965
Nitab4.5_0002466g0050	18.119928	19.067078	20.635832	18.903996	18.489216	19.399389	20.661253	22.997169	23.699329	24.602148	25.341339	28.004221	41.651966	40.179153	35.061012	11.324581	12.610304	12.083281	12.409533	12.349488	12.037631	15.106296	14.906694	15.452101	17.982691	19.368479	17.777725	31.007202	28.828936	31.443119
Nitab4.5_0007738g0020	13.100271	18.450783	12.90145	15.700884	18.047253	16.910793	14.652249	19.990885	15.151711	16.209602	14.599179	17.683744	15.647498	15.63319	14.249213	11.992015	11.239489	15.094528	15.211395	11.389812	13.436674	14.426449	12.660669	10.342602	12.658381	9.977311	12.707672	11.149111	10.557817	11.177723
Nitab4.5_0000755g0210	5.294135	5.396324	5.64314	7.149278	9.335152	7.663455	5.654592	6.015259	5.112783	6.990361	6.51014	6.310678	6.422586	6.282513	5.500576	4.532901	5.155656	5.31936	7.237834	7.028832	6.071587	6.216046	7.69464	6.799937	7.180634	5.070871	5.952005	7.305883	6.413597	7.252153
Nitab4.5_0000856g0200	0	0	0	0	0	0.106909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057329	0	0	0	0	0	0.129976	0
Nitab4.5_0005667g0010	0	0	0	0.145972	0.18621	0	0.357518	0.332573	0.073572	0.15378	0.160161	0.254868	0	0	0	0.221846	0	0	0.343492	0.31587	0.577678	0.256754	0.151182	0.297618	0	0.179967	0	0.073377	0.077163	0
Nitab4.5_0006252g0070	0.351946	0.239194	0.226078	0.270761	0.374216	0.144811	0.230947	0.127773	0.146269	1.107766	0.472515	0.62964	1.275848	0.772571	1.106764	0	0.080807	0	0.058371	0	0.086688	0.371525	0.221059	0	0.874677	0.633538	0.225254	0.699291	0.504559	0.675025
Nitab4.5_0000468g0200	0	0.057211	0	0	0.137413	0	0	0	0	0	0	0	0.051913	0	0.451603	0	0	0	0	0	0	0	0	0	0	0	0	0.711387	0.042675	0
Nitab4.5_0001889g0140	0.812971	0.710292	0.656647	1.516914	0.586436	1.555661	1.151716	0.995541	0.665145	0.712306	0.987768	1.074509	0.938466	1.244091	0.847189	0.764864	1.470974	1.532118	0.945352	0.751349	0.117124	1.541659	1.22504	1.580835	0.268373	0.754918	0.51101	0.761696	0.838691	0.717278
Nitab4.5_0002251g0040	0	0.508497	0	0	0.999951	0.258681	0.869407	1.157753	0.127048	1.03537	0.552226	0	0	0	0	0.549134	0	0.936966	0	0.058259	0.551681	0.354701	0	0	0.357055	0.127615	0.149482	0.079863	0.133248	0.47753
Nitab4.5_0003062g0070	13.342936	14.902146	13.514524	9.166731	8.4841	12.126108	11.404976	10.310134	11.102561	11.173441	10.0952	11.956666	20.002815	17.860645	23.122906	11.130106	11.828131	11.378674	7.4563	6.128716	7.108113	7.971894	9.661757	9.072577	8.4034	9.72353	8.170409	13.485745	13.087484	11.034863
Nitab4.5_0007718g0020	3.695268	4.201431	4.591098	3.744062	3.114052	2.902661	4.453824	3.783724	3.918319	4.463587	4.778673	4.943379	4.858356	6.03912	5.251428	1.914519	1.520074	2.712226	1.57909	2.337495	1.828778	2.626496	2.8138	2.596058	2.705841	2.29999	2.343913	3.12652	3.120917	3.01329
Nitab4.5_0001196g0060	0.319847	0.352542	0.189216	0.130819	0.122384	0.142968	0.279029	0.353272	0.481847	0.463994	0.42262	0.662177	0.653167	0.376327	0.545277	0.417236	0.393793	0.241753	0	0.349189	0.272314	0.301975	0.369163	0.078686	0.464707	0.518895	0.338676	0.813438	0.730718	0.841268
Nitab4.5_0000131g0230	1.050861	0.864121	1.027188	1.924107	2.931139	1.864213	2.048988	2.545929	2.418418	1.942631	3.109342	2.267407	1.700742	1.405806	0.970519	1.519547	0.827715	0.770244	1.839529	1.37431	1.735714	1.688753	2.498384	2.679256	1.834818	1.930636	1.967158	1.543136	1.360987	1.729176
Nitab4.5_0000145g0190	26.357431	30.371969	27.945505	29.766958	28.24544	30.775446	28.540457	26.143379	28.422361	31.117493	27.350149	31.209827	27.510378	25.684008	30.759302	20.435831	24.804035	26.985214	28.91943	21.959028	20.123302	22.389084	23.140549	21.931562	21.397509	21.772457	18.988449	21.790693	21.265076	20.789499
Nitab4.5_0001925g0160	0.066264	0.128749	0	0	0	0.120872	0.102222	0.06866	0.334389	0	0	0	0.238747	0.358669	0	0.125037	0	0.109115	0.115018	0	0.529614	0	0.172625	0	0	0	0.060672	0.207596	0	0
Nitab4.5_0000009g0270	12.890788	15.060802	14.693529	14.233046	16.202482	13.608673	12.032942	16.913809	14.624125	19.003767	18.059519	18.127779	17.667383	16.405916	20.90152	7.871264	8.206168	9.676709	9.087476	9.97576	10.77803	10.678091	11.888801	14.198249	13.097851	10.814049	10.548055	13.664636	14.504718	17.430779
Nitab4.5_0002118g0020	0.208072	0.114623	0	0	0.057394	0	0.136319	0.059127	0	0	0.104816	0.138673	0	0	0	0.026919	0	0.052711	0.008671	0	0	0	0.049553	0	0	0.016729	0.056746	0	0	0.026218
Nitab4.5_0000335g0130	15.351709	14.404294	14.940102	16.703962	18.61179	17.772722	17.115549	17.293324	16.640249	18.200382	15.967108	16.393311	18.724182	16.692335	18.242655	15.230679	11.456427	13.422054	20.895725	20.043221	21.113178	18.425797	16.913616	18.602385	15.208947	14.859337	13.792089	17.027672	16.712425	18.186094
Nitab4.5_0002172g0100	0.051772	0.257776	0.098159	0.176339	0.205757	0.224643	0	0	0.110701	0.095071	0.152405	0	0.152313	0.200584	0	0	0	0.573108	0.463126	0.077357	0.082621	0	0.452388	0.220362	0	0.285076	0.205657	0.13637	0.316912	0
Nitab4.5_0000394g0120	9.699516	13.211868	11.219007	9.075702	8.939066	10.28884	10.10144	9.5308	10.421993	12.440987	10.30695	12.473007	15.450097	13.535319	17.44285	7.686573	7.011909	9.15319	8.278837	7.593676	8.378387	10.138939	12.36597	8.911561	11.962947	10.469287	12.768137	13.678084	13.455281	12.844613
Nitab4.5_0000511g0010	49.923111	52.362476	53.911072	44.2742	42.172775	47.319157	40.740929	43.145744	42.055004	42.425663	42.913013	41.14151	41.501793	42.128918	44.511551	51.283306	58.009041	59.522335	45.457989	39.979191	38.306072	43.527889	41.78474	39.375309	43.270767	41.153049	41.126308	42.688938	42.06633	41.761677
Nitab4.5_0004475g0010	0.18384	0.270063	0.645793	2.469512	0.862751	1.980586	0.584907	0.436736	3.813511	0.999232	3.425051	1.032012	6.657955	9.100511	24.516142	1.159825	0.616939	1.978811	5.621783	2.145391	6.017936	0.974215	3.640103	7.436523	6.649187	6.5659	10.56531	17.086128	31.78298	20.201168
Nitab4.5_0000005g0090	2.24858	1.963562	2.008575	1.04779	1.007292	0.44483	0.528495	0.215202	0.523914	0.191592	0.063689	0.099713	2.560359	3.784708	9.239211	0.577561	0.778393	1.467444	0.707898	0.539483	0.344475	0.744644	0.49022	0.246647	0	0.218816	0.13769	7.862814	11.957585	12.964156
Nitab4.5_0001331g0100	0	0	0	1.717361	0	2.802179	2.09793	0.82285	0	0	0	3.736688	1.426731	1.453332	1.835529	0	1.485622	2.8558	0	0	0	2.939806	1.357855	2.359111	1.386859	0	2.166693	1.888699	1.228168	0
Nitab4.5_0002297g0060	2.33513	2.065023	2.37097	4.112213	2.058604	3.491346	2.812809	2.812035	3.230547	2.470225	3.646435	3.091301	3.593361	2.024966	2.417972	0.692482	0.648828	0.770758	0.710358	0.450089	0.770573	1.70093	1.625381	0.946378	2.049405	1.61127	1.394477	1.053481	0.598336	1.308002
Nitab4.5_0000519g0080	35.656387	40.644882	40.063305	46.044647	47.653568	32.958488	40.284466	42.373108	37.620174	42.35836	37.843357	46.507355	54.2052	51.942524	51.056381	30.346209	33.68079	32.344482	31.8813	32.39325	29.805483	42.88755	33.791714	33.60685	35.988228	38.387733	37.171925	45.744259	46.133255	54.103909
Nitab4.5_0004942g0020	5.391718	3.640299	4.342086	4.071834	5.085672	5.067589	4.985713	2.373786	5.137841	4.189831	3.897239	4.114013	4.597177	5.857832	5.168151	3.959424	3.506203	1.677297	5.751813	3.194377	3.030395	2.421199	4.315053	2.031489	5.606118	1.942354	4.119104	1.785136	2.979822	2.002633
Nitab4.5_0002601g0100	40.826584	42.789017	43.420822	35.92765	42.777721	37.580513	33.883366	37.638546	28.985434	35.156414	32.876335	25.593594	31.552206	37.81617	37.944019	40.801571	41.641003	42.68597	43.900108	42.498932	33.963741	33.228409	36.940361	34.92168	28.319345	23.453363	25.671961	37.605495	31.748695	32.300877
Nitab4.5_0000430g0130	226.993912	182.216156	188.685822	197.579849	164.875351	197.155289	163.191544	174.697861	170.87738	204.620758	198.773331	192.880661	286.179626	309.698578	272.306091	335.798126	299.941223	252.849792	207.296783	237.187164	212.730713	236.731918	210.821198	238.840393	270.344482	282.784943	274.561005	374.864044	362.070526	384.818665
Nitab4.5_0000921g0020	6.281052	8.199891	6.305736	4.456169	4.514026	5.346286	5.311651	7.050655	8.360583	8.089868	6.595992	7.400968	10.08428	7.306104	9.500329	4.537027	6.121674	5.295259	7.161887	3.937168	5.708774	6.610175	6.782227	5.294933	5.605965	7.13805	5.977508	7.471815	9.065506	8.575553
Nitab4.5_0000455g0010	0	0	0	0.509372	0.518098	0.34068	0.369163	0.508557	0.356706	0.331834	0.538481	0.600425	0.815555	1.006488	0.623472	0	0	0	0.037875	0.373833	0.205789	0	0.34249	0.210595	0.198385	0.238445	0.204896	0.337055	0.408785	0.282901
Nitab4.5_0003615g0030	12.449386	15.340396	12.485325	16.389324	13.554195	11.98793	15.288843	14.323858	13.346834	13.639488	14.044998	12.71958	20.218428	22.334415	16.063253	8.797706	7.285281	9.24314	9.718192	9.24069	10.879954	8.170167	10.258718	8.46176	11.561993	12.550677	11.334452	16.329384	15.303453	17.36738
Nitab4.5_0000129g0140	0	0	0	0	0	0	0.093678	0.121896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312844	0
